System ID	Record Type	Name Type only	Title only	Firstname only	Known As only	Lastname only	Date Born Est	Date Died Ceased	Gender	Nationality	Biographical Display	Primary Occupation	Related Person System ID	Related Person Details	Originating Database	External File Details	Person URI	Cataloguer
"973"	"Person"	"Preferred"		"Laura"	"Laura"	"Gilpin"	"Apr 22 1891"	"Nov 30 1979"	"Female"	"American"	"Laura Gilpin (April 22, 1891 – November 30, 1979) was an American photographer. ^Gilpin is known for her photographs of Native Americans, particularly the Navajo and Pueblo, and Southwestern landscapes. Gilpin began taking photographs as a child in Colorado and formally studied photography in New York from 1916 to 1917 before returning to her home in Colorado to begin her career as a professional photographer. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Oct 27 2017   ID: 500021305"	"http://vocab.getty.edu/ulan/500021305   LOD Equivalent URI   , https://data.okeeffemuseum.org/actor/gilpin-laura-/   Proxy for   Koha record"	"http://vocab.getty.edu/ulan/500021305"	"Sherri Sorensen   Oct 27 2017"
"977"	"Person"	"Preferred"		"Mary E."	"Mary"	"Nichols"			"Female"			"Photographer"			"Union List of Artist Names   Nov 08 2017   ID: 500243317"	"http://vocab.getty.edu/ulan/500243317   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500243317"	"Sherri Sorensen   Nov 08 2017"
"980"	"Person"	"Preferred"		"Carl"	"Carl"	"Van Vechten"	"Jun 17 1880"	"Dec 21 1964"	"Male"	"American"	"Carl Van Vechten (June 17, 1880 – December 21, 1964) was an American writer and artistic photographer who was a patron of the Harlem Renaissance and the literary executor of Gertrude Stein. He gained fame as a writer, and notoriety as well, for his 1926 novel Nigger Heaven. In his later years, he took up photography and took many portraits of notable people. Although he was married to women for most of his adult life, Van Vechten engaged in numerous homosexual affairs over his lifetime. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Nov 13 2017   500058409"	"http://vocab.getty.edu/ulan/500058409   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500058409"	"Sherri Sorensen   Nov 13 2017"
"984"	"Person"	"Preferred"		"Juan B."	"Juan"	"Hamilton"	"1945"		"Male"	"American"		"Artist"	"362, 2"	"Anna Marie Hamilton   Spouse      , Georgia O'Keeffe   Employer   Juan Hamilton was a live-in assistant for GOK"	"Union List of Artist Names   Oct 27 2017   ID: 500022990"	"http://vocab.getty.edu/ulan/500022990   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500022990"	"Sherri Sorensen   Oct 27 2017"
"986"	"Person"	"Preferred"		"Basil"	"Basil"	"Langton"	"Jan 09 1912"	"May 29 2003"	"Male"	"British"	"Basil Calvert Langton (9 January 1912 – 29 May 2003) was an English actor, director and photographer, who made a career on both sides of the Atlantic. He was an authority on the plays of George Bernard Shaw and compiled an archive of more than 400,000 words of interviews with people who had known and worked with Shaw. He was also a teacher, working at colleges in New York and California. (Sourced from Wikipedia, January 2020)"	"Photographer"			"LC Name Authority File   Nov 01 2017   nr91045539"	"http://id.loc.gov/authorities/names/nr91045539   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/nr91045539"	"Sherri Sorensen   Nov 01 2017"
"988"	"Person"	"Preferred"		"Mary"	"Mary"	"Callery"	"Jun 19 1903"	"Feb 12 1977"	"Female"	"American"	"Mary Callery (June 19, 1903 – February 12, 1977) was an American artist known for her Modern and Abstract Expressionist sculpture. She was part of the New York School art movement of the 1940s, 1950s and 1960s. ^It is said she ""wove linear figures of acrobats and dancers, as slim as spaghetti and as flexible as India rubber, into openwork bronze and steel forms. A friend of Picasso, she was one of those who brought the good word of French modernism to America at the start of World War II"". (Sourced from Wikipedia, January 2020)"	"Sculptor/Artist"			"Union List of Artist Names   Oct 26 2017   ID: 500012644"	"http://vocab.getty.edu/ulan/500012644   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500012644"	"Sherri Sorensen   Oct 26 2017"
"989"	"Person"	"Preferred"		"Ralph"	"Ralph"	"Looney"	"1924"	"2000"		"American"		"Photographer"			"Union List of Artist Names   Nov 14 2017   ID: 500346656"	"http://vocab.getty.edu/ulan/500346656   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500346656"	"Sherri Sorensen   Nov 14 2017"
"993"	"Person"	"Preferred, Preferred"		"Arnold, Arnold"	"Arnold"	"Newman, Newman"	"Mar 03 1918"	"2006"	"Male"	"American"	"Arnold Abner Newman (March 3, 1918 - June 6, 2006) was an American photographer, noted for his ""environmental portraits"" of artists and politicians. He was also known for his carefully composed abstract still life images. (Sourced from Wikipedia, January 2020)"	"Artist"			"Union List of Artist Names   Nov 08 2017   ID: 500025420"	"http://vocab.getty.edu/ulan/500025420   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500025420"	"Sherri Sorensen   Nov 08 2017"
"999"	"Person"	"Preferred"		"Sheila"	"Shelia"	"Metzner"	"1939"		"Female"	"American"	"Sheila Metzner  is an American photographer. The first female photographer to collaborate with the glossy Vogue magazine on an ongoing basis. Lives in Brooklyn. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names      500109004"	"https://www.artsy.net/artist/sheila-metzner/works   Public Web Link   , http://vocab.getty.edu/ulan/500109004   LOD Equivalent URI"	"http://vocab.getty.edu/ulan/500109004"	"Sherri Sorensen   Nov 01 2017"
"1003"	"Person"	"Preferred"		"C. W., Claud Walter"	"C.W."	"Huston, Huston"	"1906"	"1989"	"Male"	"American"		"Photographer"			"Local Source      "	"https://www.nypl.org/sites/default/files/Photographers_in_The_New_York_Public_Library_April_16_2010.pdf   Public Web Link   Huston photographs in New York Library Collection"		
"1004"	"Person"	"Preferred"		"Ernest"	"Ernest"	"Nash"	"Sep 14 1898"	"May 17 1974"	"Male"	"German"	"Ernest Nash (September 14, 1898 – May 18, 1974) was a student of Roman architecture and pioneer of archaeological photography.  Nash was born as Ernst Nathan, but later changed his name to Nash when he was living in the United States between 1939 and 1952. ^He was a graduate of the University of Jena and had a law office in his native city of Potsdam, Germany. ^Nash first went to Italy on August 30, 1936 with a goal of documenting in photographs the ancient ruins of Rome, Ostia, and Pompeii.  The main reason for fleeing Potsdam was the institution of the racial laws by Adolf Hitler.  He emigrated to the United States in 1939, but returned to Italy in 1952 to continue his work.  He established the Fototeca Unione archive at the American Academy in Rome in 1957 and served as its director. ^Besides architectural photography he also produced a series of portraits of famous musicians, including Béla Bartók, while he lived in New York City.  The Bartók photo is still used by The New York Times. ^He is survived by his third wife, two daughters, two grandchildren and now two great grand children.  His first two wives have already died. Nash died in Rome in 1974. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Nov 08 2017   ID: 500111665"	"http://vocab.getty.edu/ulan/500111665   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500111665"	"Sherri Sorensen   Nov 08 2017"
"1005"	"Person"	"Preferred"		"Irving"	"Irving"	"Penn"	"Jun 16 1917"	"Oct 07 2009"	"Male"	"American"	"Irving Penn (June 16, 1917 – October 7, 2009) was an American photographer known for his fashion photography, portraits, and still lifes.  Penn's career included work at Vogue magazine, and independent advertising work for clients including Issey Miyake and Clinique.  His work has been exhibited internationally and continues to inform the art of photography. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Nov 09 2017   ID: 500016471"	"http://vocab.getty.edu/ulan/500016471   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500016471"	"Sherri Sorensen   Nov 09 2017"
"1007"	"Person"	"Preferred"		"Paul"	"Paul"	"Strand"	"Oct 16 1890"	"Mar 31 1976"	"Male"	"American"	"Paul Strand (October 16, 1890 – March 31, 1976) was an American photographer and filmmaker who, along with fellow modernist photographers like Alfred Stieglitz and Edward Weston, helped establish photography as an art form in the 20th century. His diverse body of work, spanning six decades, covers numerous genres and subjects throughout the Americas, Europe, and Africa. (Sourced from Wikipedia, January 2020)"	"Photographer"	"415"	"Rebecca Salsbury James   Wife   Nov 13 2017   married from 1922-1933"	"Union List of Artist Names   Nov 13 2017   ID: 500003133"	"http://vocab.getty.edu/ulan/500003133   LOD Equivalent URI   ULAN, http://data.okeeffemuseum.org/actor/strand-paul-/   Proxy for"	"http://vocab.getty.edu/ulan/500003133"	"Sherri Sorensen   Nov 13 2017"
"1008"	"Person"	"Preferred"		"William H."	"William"	"Zerbe"	"1864"	"1943"		"American"		"Photographer"			"Union List of Artist Names   Nov 13 2017   ID: 500094710"	"http://vocab.getty.edu/ulan/500094710   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500094710"	"Sherri Sorensen   Nov 13 2017"
"1024"	"Corporate"	"Preferred"				"Ferragamo S.p.A."	"1927"			"Italian"	"Salvatore Ferragamo (5 June 1898 – 7 August 1960) was an Italian shoe designer and the founder of luxury goods high-end retailer Salvatore Ferragamo S.p.A. One of the most innovative shoe designers of the 20th century, Salvatore Ferragamo, rose to fame in the 1930s. In addition to experimenting with unusual materials including kangaroo, crocodile, and fish skin, Ferragamo drew on historic inspiration for his shoes. His cork wedge sandals—often imitated and reimagined—are considered one of the most important shoe designs of the 20th century. (Sourced from Wikipedia, January 2020)"	"Designer"			"LC Name Authority File   Feb 08 2018   n85066123"	"http://id.loc.gov/authorities/names/n85066123   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n85066123"	
"1027"	"Person"	"Preferred"		"Armi"	"Armi"	"Ratia"	"1912"	"1979"	"Female"	"Finnish"	"Armi Maria Ratia née Airaksinen (13 July 1912 – 3 October 1979) was the founder of the Finnish textile and clothing company Marimekko Oy. She is among Finland's most famous female entrepreneurs. She was born in  Pälkjärvi in Ladogan Karelia. ^For a detailed biographical article in the context of her Marimekko company, see The National Biography of Finland entry. ^She is buried in the Hietaniemi Cemetery in Helsinki. ^ ^ ^== Notes == (Sourced from Wikipedia, January 2020)"	"Designer"	"430"	"Marimekko   Represents   Nov 02 2017   founder of Marimekko Oy  (Finnish textile design firm, established 1951) [500279143]"	"Union List of Artist Names   Nov 02 2017   500403541"	"http://vocab.getty.edu/ulan/500403541   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500403541"	"Debbie Garcia-Orona (Santa Fe)   Nov 02 2017"
"1029"	"Corporate"	"Preferred"				"Knize"	"1858"			"Austrian"		"Clothing Brand"			"Local Source      "	"https://sartorialnotes.com/2017/.../knize-renowned-mens-outfitter-and-tailor-in-vienna...   Public Web Link   "		"Sherri Sorensen   Mar 06 2018"
"1030"	"Person"	"Preferred"		"Annika"	"Annika"	"Rimala"						"Designer"						
"1031"	"Corporate"	"Preferred"				"Claudius Lafond"	"1922"					"Designer"			"Local Source   Mar 14 2018   "	"https://www.etsy.com/listing/495350598/big-size-vintage-claudius-lafond-work   Public Web Link   , https://www.worthpoint.com/worthopedia/vintage-1940s-french-black-cotton-272770843   Public Web Link"		
"1034"	"Person"	"Preferred"		"Zoë"		" de Salle"	"1897"	"1990"	"Female"	"American"		"Designer"			"Local Source      "	"https://www.ebay.co.uk/itm/VINTAGE-1930s-ZOE-DE-SALLE-WOOL-HANDSTITCHED-DRESS-GEORGIA-OKEEFE-WAS-A-FAN/292273165389?hash=item440cd6944d:g:NfkAAOSwZT5ZzRcA   Public Web Link   "		"Sherri Sorensen   Mar 08 2018"
"1035"	"Corporate"	"Preferred"				"J. S.  Wong"				"Chinese"		"Designer"			"Local Source      "			
"1051"	"Corporate"	"Preferred, Business"				"Yale University Art Gallery, Pierson College"	"1933"				"The Yale University Art Gallery houses a significant and encyclopedic collection of art in several buildings on the campus of Yale University in New Haven, Connecticut. Although it embraces all cultures and periods, the gallery emphasizes early Italian painting, African sculpture, and modern art. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Jan 31 2019   ID: 500303559"	"http://vocab.getty.edu/ulan/500303559   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500303559"	"Debbie Garcia-Orona (Santa Fe)   Jan 31 2019"
